#Pommier Melgueil Braeburn 64				
CODE :	FORM-A			
CLASSES:				
SYMBOL	SCALE	DECOMPOSITION	INDEXATION	DEFINITION
$ 	0	FREE	FREE	IMPLICIT
P	1	FREE	FREE	EXPLICIT
R	2	PURELINEAR	FREE	IMPLICIT
M	2	PURELINEAR	FREE	IMPLICIT
S	2	PURELINEAR	FREE	IMPLICIT
I	3	FREE	FREE	EXPLICIT
U 	3	FREE	FREE	EXPLICIT
W	3	FREE	FREE	EXPLICIT
D 	3	FREE	FREE	EXPLICIT
E	4	FREE	FREE	EXPLICIT
F	4	FREE	FREE	EXPLICIT

DESCRIPTION :			
LEFT	RIGHT	RELTYPE	MAX
R	R,M,S	+	?
R	R,M,S	<	1
M	R,M,S	+	?
M	M,S	<	1
S	R,M,S	+	?
S	S	<	1
U	U,W,I,D	+	?
U	U,W,I,D	<	1
W	U,W,I,D	+	?
W	U,W,I,D	<	1
I	U,W,I,D	+	?
D	U,W,I,D	<	1
D	D, W	+	?
E	E,F	+	?
E	E,F	<	1


FEATURES:			
NAME	TYPE		
TopDia	REAL		
XX	REAL		
YY	REAL		
ZZ	REAL		
d98	REAL		
Nli98	INT		
x98	REAL		
y98	REAL		
z98	REAL		
d97	REAL		
rem	ALPHA		
Nli97	INT
x97	REAL
y97	REAL
z97	REAL
Nfruit	REAL
MS	REAL
fermete	REAL
IR	REAL
diam	REAL
hauteur	REAL
color	REAL
codeami	REAL
Poids	REAL
Densite	REAL
Hertz	REAL
Elson	REAL
lin	INT																																		

MTG:																																			
ENTITY-CODE								TopDia	XX	YY	ZZ	d98	Nli98	x98	y98	z98	d97	rem	Nli97	x97	y97	z97	Nfruit	MS	fermete	IR	diam	hauteur	color	codeami	Poids	Densite	Hertz	Elson	lin
			^<E10									5.2	2498	118.77	-25.13	-98.73			714	-26.16	-46.99	-122.24													4022
				+S1/D99/E1					49.25	-15.18	-108.66																								4023
			^<E11										2499																						4024
				+S1/I98/E1								85.82	2500	120.63	-23.78	-97.83																			4025
					+D98/E1							139.97	2501	119.31	-26.16	-96.43																			4026
				^<F154									2502																						4027
			^<E12										2503																						4028
				+S1/I98/E1+D98/E1									2504	117.15	-25.42	-97.88																			4029
				^<D99/E1					49.3	-14.57	-109.03																								4030
			^<E13<E14										2505																						4031
				+S1/I98/E1+D98/E1									2506	117.9	-27.52	-94.26																			4032
				^<D99/E1					46.98	-11.96	-112.06																								4033
			^<E15					49	46.28	-12.48	-110.4	4.9	2507	118.22	-25.56	-93.44	39		715	-25.72	-55.86	-125.33													4034
				+S1/I98/E1									2508	117.89	-25.09	-91.94																			4035
					+D98/E1								2509	116.82	-25.6	-91.74																			4036
					^<I99/E1				44.47	-11.82	-108																								4037
						+S1/D99/E1			45.26	-11.87	-107.5																								4038
					^<F148																														4039
				^<F156									2510																						4040
			^<E16										2511																						4041
				+S1/I98/E1+D98/E1									2512	119.46	-25.08	-90.75																			4042
				^<I99/E1					42.88	-7.67	-108.25																								4043
					+S1/D99/E1				42.85	-6.67	-102.24																								4044
				^<E2																															
					+S1/D99/E1				42.78	-6.01	-104.01																								4045
				^<F149																															4046
			^<E17										2513																						4047
				+S1/I98/E1									2514	116.98	-25.5	-89.66																			4048
					+D98/E1								2515	117.73	-25.34	-90.19																			4049
				^<F157									2516																						4050
			^<E18<E19										2517						716	-25.4	-57.02	-125.34													4051
			^<I98/E1										2518	117.78	-26.1	-87.19																			4052
				+D98/E1									2519	118.3	-26.88	-87.92																			4053
				^<W99/E1<<E6					41.2	-3.93	-104.36																								4054
			^<F158										2520																						4055
	^<E16												2521																						4056
		+R1/I96/E1+U96											2522																						4057
			/E1<<E5					92	90.21	-7.82	-131.37	9.3	2523	147.3	-16.27	-130.42		87	717	1.33	-20.02	-127.02													4058
			^<E6<<E10									7.9	2524	149.44	-10.05	-132.98	79		718	2	-13.13	-130.8													4059
			^<E11<<E15					80	92.52	4.58	-134.01	7.6	2525	151.08	-2.86	-132.7	77		719	2.36	-6.45	-132.27													4060
			^<E16<<E20									7.4	2526	153.03	1.88	-130.6	69		720	3.66	-1.2	-131.52													4061
			^<E21<<E24										2527																						4062
				+S1/I97/E1									2528						721	4.78	3.92	-130.35													4063
				^+I98/E1									2529	154.75	3.48	-124.2																			4064
			^<E25					75	95.46	16.22	-125.11	7.1	2530	154.1	5.3	-124.36	69		722	6.02	5.02	-127.82													4065
				+S1/I97/E1+D97/E1									2531						723	6.46	3.22	-126.86													4066
			^<E26										2532																						4067
				+S1/I97/E1+D97/E1									2533						724	8.16	7.38	-128.06													4068
				^<I98/E1+D98/E1									2534	157.56	7.61	-120.62																			4069
				^<I99/E1					99.16	19.24	-121.24																								4070
					+S1/D99/E1				98.9	20.58	-122.42																								4071
				^<F150																															4072
			^<E27										2535																						4073
				+S1/I97/E1+D97/E1									2536						725	7.12	6.86	-123.65													4074
				^<I98/E1									2537	153.75	2.98	-118																			4075
					+D98/E1								2538	154.09	3.03	-119.11																			4076
					^<D99/E1				96.07	12.68	-119.6																								4077
				^<F160									2539																						4078
			^<E28										2540																						4079
				+M1/I97/E1+W97/E1<<E6									2541						726	5.71	10.44	-124.5													4080
				^<I98/E1									2542	153.31	8.21	-116.64																			4081
					+D98/E1								2543	152.08	7.8	-115.69																			4082
					^<I99/E1+D99/E1				92.25	21.98	-118.93																								4083
				^<F159									2544																						4084
			^<E29										2545																						4085
				+S1/I97/E1+D97/E1									2546						727	9.29	8.12	-122.77													4086
				^<I98/E1+D98/E1									2547	149.9	4.15	-117.68																			4087
				^<I99/E1					91.22	15.06	-117.37																								4088
					+S1/D99/E1				91.28	15.86	-117.86																								4089
				^<E2																															4090
					+S1/D99/E1				90.18	15.41	-117.94																								4091
				^<F151																															4092
			^<E30									7.8	2548	153.96	4.82	-117.78	67		728	7.31	7.54	-124.01													4093
				+S1/I97/E1+D97/E1									2549						729	5.67	7.6	-121.44													4094
				^<D99/E1					93.69	16.5	-119.22																								4095
			^<I97/E1									8.3	2550	152.6	4.34	-115.11	86		730	7.47	10.29	-119.75													4096
				+R1/U97/E1<<E5				55	96.47	17.34	-111.96	4.5	2551	151.75	4.32	-110.69	45		731	10.92	12.13	-118.72													4097
				^<E6<E7									2552																						4098
					+S1/I98/E1								2553	153.47	4.36	-106.32																			4099
						+D98/E1							2554	154.81	2.71	-106.58																			4100
						^<D99/E1			98.46	16.57	-108.09																								4101
					^<F161								2555																						4102
				^<E8									2556																						4103
					+S1/I98/E1+D98/E1								2557	153.04	5.86	-104.47																			4104
					^<I99/E1+D99/E1				96.93	19.71	-104.63																								4105
				^<E9									2558																						4106
					+S1/I98/E1								2559	152.75	3.53	-102.99																			4107
					^+D99/E1				97.58	17.33	-104.47																								4108
				^<E10								5.3	2560	153.59	4.33	-103.17			732	15.21	18.23	-115.05													4109
					+S1/I98/E1+D98/E1								2561	154.86	5.49	-101.3																			4110
					^<I99/E1+D99/E1				99.15	20.25	-102.88																								4111
				^<E11									2562																						4112
					+S1/I98/E1								2563	152.64	5.5	-100.1																			4113
				^<E12									2564																						4114
					+S1/I98/E1+D98/E1								2565	154	5.25	-98.28																			4115
					^<I99/E1																														4116
						+S1/D99/E1			97.86	18.93	-98.63																								4117
					^<E2																														4118
						+S1/D99/E1			98.55	16.34	-99.9																								4119
				^<E13									2566																						4120
					+S1/I98/E1								2567	154.39	6.72	-97.88																			4121
				^<E14<E15								6	2568	153.67	5.06	-97.48	48		733	17.27	23.89	-113.88													4122
				^<E16<<E18									2569						734	17.68	25.27	-114.22													4123
				^<I98/E1									2570	154.65	6.74	-95.32																			4124
					+W98/E1<<E8								2571	154.2	9.53	-94.49																			4125
					^<I99/E1				95.5	20.66	-94.73																								4126
						+S1/D99/E1			98.31	20.52	-94.42																								4127
					^<E2																														4128
						+S1/D99/E1			96.19	22.59	-93.75																								4129
					^<F152																														4130
				^<F162									2572																						4131
	^<E17<E18												2573				59																		4132
		+M1/I96/E1+W96/E1<<E5										5.9	2574	147.57	-22.41	-127.93			735	2.51	-26.34	-125.23													4133
		^<E6<<E10										6	2575	146.07	-24.08	-128.38	52		736	0.83	-27.8	-126.75													4134
		^<I97/E1											2576																						4135
			+M1/W97/E1<<E6										2577						737	-1.47	-30.36	-127.01													4136
			^<I98/E1+W98/E1<<E6										2578	145.7	-29.29	-130.59																			4137
			^<I99/E1+D99/E1						83.55	-22.02	-131.21																								4138
		^<E2											2579																						4139
			+W97/E1<<E6										2580						738	1.23	-31.44	-127.77													4140
			^<I98/E1										2581	143.58	-26.2	-127.55																			4141
				+W98/E1<<E6									2582	141.63	-26.97	-128.68																			4142
				^<I99/E1+D99/E1					89.08	-24.86	-132.01																								4143
			^<F163										2583																						4144
	^<E19												2584																						4145
		+R1/I96/E1+U96/E1<<E5						105	96.75	-13.43	-126.65	9	2585	154.26	-19.88	-127.7	84		739	9.13	-23.45	-126.93													4146
		^<E6<<E10										8.6	2586	160.55	-16.94	-126.52	74		740	13.72	-19.68	-129.74													4147
		^<E11<<E15						86	109.65	-6.28	-122.01	7.3	2587	167.01	-13.83	-120.18			741	19.98	-15.44	-134.29													4148
			+S1/I97/E1+D97/E1										2588				69		742	23.67	-15.9	-134.11													4149
			^<I98/E1										2589	167.68	-16.78	-115.29																			4150
				+W98/E1<<E8									2590	168.72	-18.88	-114.94																			4151
				^<I99/E1					113.52	-9.26	-114.64																								4152
					+S1/D99/E1				114.56	-10.19	-113.78																								4153
				^<E2																															4154
					+S1/D99/E1				113.58	-10.92	-114.75																								4155
				^<F153																															4156
			^<F164					92	114.28	-1.98	-110.94		2591																						4157
		^<E16<<E20										6.5	2592	169.17	-11.8	-107.94	62		743	32.01	-10.1	-136.67													4158
		^<E21											2593																						4159
			+S1/I97/E1+D97/E1										2594						744	33.68	-10.32	-137.52													4160
			^<I98/E1+D98/E1										2595	170.44	-11.93	-104.77																			4161
			^<D99/E1						116.14	-3.03	-107.96																								4162
		^<E22<E23											2596																						4163
			+S1/I97/E1										2597																						4164
				+S1/D97/E1									2598						745	37.35	-9.8	-136.32													4165
				^<I98/E1+D98/E1									2599	167.59	-13.35	-101.85																			4166
				^<I99/E1+D99/E1					114.13	-2.57	-103.33																								4167
			^<E2										2600																						4168
				+D97/E1									2601						746	37.29	-9.3	-134.96													4169
				^<I98/E1+D98/E1									2602	166.92	-11.97	-101.35																			4170
				^<I99/E1+D99/E1					112.29	-0.37	-103.77																								4171
		^<E24<E25						74	115.53	0.29	-103.09	6.8	2603	169.04	-10.93	-99.86	66		747	39.13	-8.43	-136.79													4172
		^<E26											2604						748	40.14	-9.33	-137.05													4173
			+S1/I97/E1+D97/E1										2605																						4174
			^<I98/E1+D98/E1										2606	168.3	-13.01	-99.48																			4175
			^<I99/E1+D99/E1						114.75	-2.1	-102.72																								4176
		^<E27<<E30										7	2607	168.37	-11	-96.12			749	42.58	-7.79	-138.01													4177
			+S1/I97/E1										2608				70		750	43.35	-7.88	-138.82													4178
		^<E31											2609																						4179
			+S1/I97/E1+D97/E1										2610						751	44.57	-6.71	-137.29													4180
			^<I98/E1										2611	167.86	-9.48	-94.01																			4181
				+D98/E1									2612	167.28	-9.75	-94.2																			4182
				^<I99/E1+D99/E1					112.82	4.05	-97.68																								4183
			^<F166										2613																						4184
		^<E32											2614																						4185
			+S1/I97/E1+D97/E1										2615						752	45.59	-8.35	-138.38													4186
			^<I98/E1										2616	168.7	-12.1	-93.84																			4187
				+D98/E1									2617	169.35	-14.12	-93.71																			4188
				^<I99/E1+D99/E1					115.64	-2.08	-96.67																								4189
			^<F169										2618																						4190
		^<E33											2619																						4191
			+S1/I97/E1+D97/E1										2620						753	46.26	-5.85	-140.29													4192
			^<I98/E1										2621	170.39	-9.29	-91.6																			4193
				+D98/E1									2622	171.4	-9.65	-91.6																			4194
				^<I99/E1					117.75	3.45	-95.08																								4195
					+S1/D99/E1				118.84	3.99	-96.52																								4196
				^<F154																															4197
			^<F168										2623																						4198
		^<E34											2624																						4199
			+S1/I97/E1+D97/E1										2625						754	46.86	-5.95	-137.16													4200
			^<I98/E1										2626	166.55	-10.68	-91.62																			4201
				+D98/E1									2627	166.44	-10.87	-91.78																			4202
				^<I99/E1					117.3	-3.73	-92.5																								4203
					+S1/D99/E1				116.54	-1.82	-94.07																								4204
				^<E2																															4205
					+S1/D99/E1				115.63	-3.32	-92.88																								4206
				^<F155																															4207
			^<F167										2628																						4208
		^<E35						81	117.03	1.58	-95.56	7.8	2629	168.66	-11.67	-93.32			755	44.59	-7.5	-140.46													4209
			+M1/I97/E1+W97/E1<<E6										2630				91		756	47.5	-8.54	-139.47													4210
			^<I98/E1+D98/E1										2631	171.33	-14.75	-90.94																			4211
		^<I97/E1											2632	169.44	-10.53	-89.64	85		757	48.77	-5.38	-141.14													4212
			+M1/W97/E1<<E5					65	116.1	1.46	-91.2	5.4	2633	167.88	-11.75	-87.26	58		758	50.24	-5.3	-140.38													4213
			^<E6<<E10									5.5	2634	166.71	-11.29	-82.94			759	53.76	-4.34	-141.13													4214
			^<E11<<E15					61	114.91	0.61	-84.25	5.4	2635	168.44	-10.62	-79.06	55		760	57.05	-3.77	-143.62													4215
			^<E16<<E18										2636																						4216
				+S1/I98/E1+D98/E1									2637	170.53	-13.05	-76.79																			4217
				^<D99/E1					120.64	-2.09	-82.33																								4218
			^<E19										2638																						4219
				+S1/I98/E1+D98/E1									2639	168.72	-11.62	-74.79																			4220
				^<I99/E1+D99/E1					120.02	-1.64	-81.51																								4221
			^<E20									5.8	2640	169.49	-10.92	-76.2			761	60.31	-3.59	-146.37													4222
				+S1/I98/E1+D98/E1									2641	171.32	-8.97	-75.53																			4223
				^<W99/E1<<E6					120.77	3.62	-79.31																								4224
			^<E21<<E23										2642						762	60.59	-3.4	-148.62													4225
			^<I98/E1										2643	171.85	-10.35	-73.33																			4226
				+M1/W98/E1<E2																															4227
					+S1/D99/E1				119.19	-0.16	-78.38																								4228
				^<E3<E4																															4229
					+S1/I99/E1				117.14	-0.05	-75.51																								4230
				^<E5				37	117.86	-0.27	-74.42																								4231
					+S1/I99/E1+D99/E1				119.78	2.56	-74.08																								4232
				^<E6<E7																															4233
